,2020-09-01,2020-10-01,2020-11-01
Sarasota_Florida_UnitedStates.NYT_ConfirmedCases.data,8189.0,9340.0,0.0
Sarasota_Florida_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Saratoga_NewYork_UnitedStates.NYT_ConfirmedCases.data,1066.0,1334.0,0.0
Saratoga_NewYork_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
SantaCruz_California_UnitedStates.NYT_ConfirmedCases.data,2423.0,2861.0,0.0
SantaCruz_California_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sargent_NorthDakota_UnitedStates.NYT_ConfirmedCases.data,76.0,134.0,0.0
Sargent_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sauk_Wisconsin_UnitedStates.NYT_ConfirmedCases.data,1003.0,1996.0,0.0
Sauk_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Schuyler_Illinois_UnitedStates.NYT_ConfirmedCases.data,50.0,101.0,0.0
Schuyler_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Schuylkill_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data,1188.0,2152.0,0.0
Schuylkill_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Schoolcraft_Michigan_UnitedStates.NYT_ConfirmedCases.data,29.0,102.0,0.0
Schoolcraft_Michigan_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Schuyler_NewYork_UnitedStates.NYT_ConfirmedCases.data,43.0,147.0,0.0
Schuyler_NewYork_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Schenectady_NewYork_UnitedStates.NYT_ConfirmedCases.data,1410.0,1591.0,0.0
Schenectady_NewYork_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sawyer_Wisconsin_UnitedStates.NYT_ConfirmedCases.data,225.0,365.0,0.0
Sawyer_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Schleicher_Texas_UnitedStates.NYT_ConfirmedCases.data,53.0,55.0,0.0
Schleicher_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Schley_Georgia_UnitedStates.NYT_ConfirmedCases.data,105.0,142.0,0.0
Schley_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Schoharie_NewYork_UnitedStates.NYT_ConfirmedCases.data,85.0,114.0,0.0
Schoharie_NewYork_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Schuyler_Missouri_UnitedStates.NYT_ConfirmedCases.data,26.0,43.0,0.0
Schuyler_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Indiana_UnitedStates.NYT_ConfirmedCases.data,402.0,593.0,0.0
Scott_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scioto_Ohio_UnitedStates.NYT_ConfirmedCases.data,539.0,1021.0,0.0
Scioto_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Kentucky_UnitedStates.NYT_ConfirmedCases.data,800.0,1190.0,0.0
Scott_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scotland_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data,1202.0,1657.0,0.0
Scotland_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scotland_Missouri_UnitedStates.NYT_ConfirmedCases.data,35.0,80.0,0.0
Scotland_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Iowa_UnitedStates.NYT_ConfirmedCases.data,3128.0,5167.0,0.0
Scott_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Kansas_UnitedStates.NYT_ConfirmedCases.data,129.0,212.0,0.0
Scott_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Minnesota_UnitedStates.NYT_ConfirmedCases.data,2663.0,3779.0,0.0
Scott_Minnesota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Arkansas_UnitedStates.NYT_ConfirmedCases.data,106.0,228.0,0.0
Scott_Arkansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Illinois_UnitedStates.NYT_ConfirmedCases.data,80.0,116.0,0.0
Scott_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
ScottsBluff_Nebraska_UnitedStates.NYT_ConfirmedCases.data,424.0,959.0,0.0
ScottsBluff_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Searcy_Arkansas_UnitedStates.NYT_ConfirmedCases.data,148.0,208.0,0.0
Searcy_Arkansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sedgwick_Colorado_UnitedStates.NYT_ConfirmedCases.data,15.0,40.0,0.0
Sedgwick_Colorado_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Tennessee_UnitedStates.NYT_ConfirmedCases.data,225.0,394.0,0.0
Scott_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Screven_Georgia_UnitedStates.NYT_ConfirmedCases.data,417.0,482.0,0.0
Screven_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scurry_Texas_UnitedStates.NYT_ConfirmedCases.data,646.0,1112.0,0.0
Scurry_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Mississippi_UnitedStates.NYT_ConfirmedCases.data,1180.0,1290.0,0.0
Scott_Mississippi_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Missouri_UnitedStates.NYT_ConfirmedCases.data,891.0,1519.0,0.0
Scott_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Scott_Virginia_UnitedStates.NYT_ConfirmedCases.data,191.0,445.0,0.0
Scott_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sebastian_Arkansas_UnitedStates.NYT_ConfirmedCases.data,3812.0,4877.0,0.0
Sebastian_Arkansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sequoyah_Oklahoma_UnitedStates.NYT_ConfirmedCases.data,926.0,1286.0,0.0
Sequoyah_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sevier_Arkansas_UnitedStates.NYT_ConfirmedCases.data,1207.0,1394.0,0.0
Sevier_Arkansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sequatchie_Tennessee_UnitedStates.NYT_ConfirmedCases.data,249.0,370.0,0.0
Sequatchie_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Seminole_Florida_UnitedStates.NYT_ConfirmedCases.data,9097.0,10239.0,0.0
Seminole_Florida_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Seminole_Georgia_UnitedStates.NYT_ConfirmedCases.data,361.0,411.0,0.0
Seminole_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Seneca_NewYork_UnitedStates.NYT_ConfirmedCases.data,107.0,148.0,0.0
Seneca_NewYork_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Seneca_Ohio_UnitedStates.NYT_ConfirmedCases.data,497.0,709.0,0.0
Seneca_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sedgwick_Kansas_UnitedStates.NYT_ConfirmedCases.data,9102.0,13138.0,0.0
Sedgwick_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sevier_Tennessee_UnitedStates.NYT_ConfirmedCases.data,2677.0,3547.0,0.0
Sevier_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Seminole_Oklahoma_UnitedStates.NYT_ConfirmedCases.data,472.0,831.0,0.0
Seminole_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shannon_Missouri_UnitedStates.NYT_ConfirmedCases.data,116.0,262.0,0.0
Shannon_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shasta_California_UnitedStates.NYT_ConfirmedCases.data,943.0,1878.0,0.0
Shasta_California_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sharkey_Mississippi_UnitedStates.NYT_ConfirmedCases.data,267.0,287.0,0.0
Sharkey_Mississippi_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Seward_Nebraska_UnitedStates.NYT_ConfirmedCases.data,239.0,363.0,0.0
Seward_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sevier_Utah_UnitedStates.NYT_ConfirmedCases.data,112.0,292.0,0.0
Sevier_Utah_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shawano_Wisconsin_UnitedStates.NYT_ConfirmedCases.data,1020.0,2461.0,0.0
Shawano_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shawnee_Kansas_UnitedStates.NYT_ConfirmedCases.data,2804.0,3376.0,0.0
Shawnee_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sharp_Arkansas_UnitedStates.NYT_ConfirmedCases.data,239.0,377.0,0.0
Sharp_Arkansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Seward_Kansas_UnitedStates.NYT_ConfirmedCases.data,1699.0,2162.0,0.0
Seward_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shackelford_Texas_UnitedStates.NYT_ConfirmedCases.data,34.0,40.0,0.0
Shackelford_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shelby_Illinois_UnitedStates.NYT_ConfirmedCases.data,408.0,746.0,0.0
Shelby_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sheboygan_Wisconsin_UnitedStates.NYT_ConfirmedCases.data,1881.0,5138.0,0.0
Sheboygan_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shelby_Indiana_UnitedStates.NYT_ConfirmedCases.data,1179.0,1526.0,0.0
Shelby_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shelby_Missouri_UnitedStates.NYT_ConfirmedCases.data,71.0,111.0,0.0
Shelby_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shelby_Tennessee_UnitedStates.NYT_ConfirmedCases.data,31540.0,37764.0,0.0
Shelby_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shelby_Texas_UnitedStates.NYT_ConfirmedCases.data,483.0,550.0,0.0
Shelby_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shelby_Iowa_UnitedStates.NYT_ConfirmedCases.data,278.0,393.0,0.0
Shelby_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shelby_Kentucky_UnitedStates.NYT_ConfirmedCases.data,1085.0,1534.0,0.0
Shelby_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shelby_Ohio_UnitedStates.NYT_ConfirmedCases.data,680.0,1072.0,0.0
Shelby_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shelby_Alabama_UnitedStates.NYT_ConfirmedCases.data,6164.0,7390.0,0.0
Shelby_Alabama_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sheridan_NorthDakota_UnitedStates.NYT_ConfirmedCases.data,15.0,52.0,0.0
Sheridan_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sherman_Nebraska_UnitedStates.NYT_ConfirmedCases.data,27.0,59.0,0.0
Sherman_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sheridan_Kansas_UnitedStates.NYT_ConfirmedCases.data,28.0,201.0,0.0
Sheridan_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sheridan_Wyoming_UnitedStates.NYT_ConfirmedCases.data,296.0,731.0,0.0
Sheridan_Wyoming_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sherburne_Minnesota_UnitedStates.NYT_ConfirmedCases.data,1185.0,1899.0,0.0
Sherburne_Minnesota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sheridan_Montana_UnitedStates.NYT_ConfirmedCases.data,16.0,81.0,0.0
Sheridan_Montana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sherman_Oregon_UnitedStates.NYT_ConfirmedCases.data,18.0,19.0,0.0
Sherman_Oregon_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sherman_Kansas_UnitedStates.NYT_ConfirmedCases.data,42.0,243.0,0.0
Sherman_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shenandoah_Virginia_UnitedStates.NYT_ConfirmedCases.data,808.0,975.0,0.0
Shenandoah_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sheridan_Nebraska_UnitedStates.NYT_ConfirmedCases.data,49.0,147.0,0.0
Sheridan_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Simpson_Mississippi_UnitedStates.NYT_ConfirmedCases.data,1058.0,1257.0,0.0
Simpson_Mississippi_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shiawassee_Michigan_UnitedStates.NYT_ConfirmedCases.data,525.0,787.0,0.0
Shiawassee_Michigan_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sibley_Minnesota_UnitedStates.NYT_ConfirmedCases.data,203.0,279.0,0.0
Sibley_Minnesota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
SilverBow_Montana_UnitedStates.NYT_ConfirmedCases.data,270.0,575.0,0.0
SilverBow_Montana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sierra_NewMexico_UnitedStates.NYT_ConfirmedCases.data,47.0,127.0,0.0
Sierra_NewMexico_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sherman_Texas_UnitedStates.NYT_ConfirmedCases.data,66.0,77.0,0.0
Sherman_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Simpson_Kentucky_UnitedStates.NYT_ConfirmedCases.data,293.0,376.0,0.0
Simpson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Shoshone_Idaho_UnitedStates.NYT_ConfirmedCases.data,214.0,287.0,0.0
Shoshone_Idaho_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sioux_Iowa_UnitedStates.NYT_ConfirmedCases.data,1753.0,2632.0,0.0
Sioux_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sierra_California_UnitedStates.NYT_ConfirmedCases.data,6.0,6.0,0.0
Sierra_California_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Smith_Kansas_UnitedStates.NYT_ConfirmedCases.data,8.0,28.0,0.0
Smith_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Slope_NorthDakota_UnitedStates.NYT_ConfirmedCases.data,7.0,15.0,0.0
Slope_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Smith_Mississippi_UnitedStates.NYT_ConfirmedCases.data,551.0,614.0,0.0
Smith_Mississippi_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sioux_Nebraska_UnitedStates.NYT_ConfirmedCases.data,7.0,12.0,0.0
Sioux_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Skagway_Alaska_UnitedStates.NYT_ConfirmedCases.data,0.0,0.0,0.0
Skagway_Alaska_UnitedStates.NYT_ConfirmedCases.missing,100,100,100
Skamania_Washington_UnitedStates.NYT_ConfirmedCases.data,65.0,72.0,0.0
Skamania_Washington_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Siskiyou_California_UnitedStates.NYT_ConfirmedCases.data,166.0,241.0,0.0
Siskiyou_California_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Skagit_Washington_UnitedStates.NYT_ConfirmedCases.data,1112.0,1247.0,0.0
Skagit_Washington_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sioux_NorthDakota_UnitedStates.NYT_ConfirmedCases.data,155.0,250.0,0.0
Sioux_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sitka_Alaska_UnitedStates.NYT_ConfirmedCases.data,68.0,74.0,0.0
Sitka_Alaska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Smyth_Virginia_UnitedStates.NYT_ConfirmedCases.data,515.0,627.0,0.0
Smyth_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Snohomish_Washington_UnitedStates.NYT_ConfirmedCases.data,8173.0,9478.0,0.0
Snohomish_Washington_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Smith_Texas_UnitedStates.NYT_ConfirmedCases.data,4826.0,6458.0,0.0
Smith_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Somerset_Maine_UnitedStates.NYT_ConfirmedCases.data,86.0,146.0,0.0
Somerset_Maine_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Somerset_Maryland_UnitedStates.NYT_ConfirmedCases.data,278.0,438.0,0.0
Somerset_Maryland_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Solano_California_UnitedStates.NYT_ConfirmedCases.data,6450.0,7450.0,0.0
Solano_California_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Socorro_NewMexico_UnitedStates.NYT_ConfirmedCases.data,107.0,231.0,0.0
Socorro_NewMexico_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Somerset_NewJersey_UnitedStates.NYT_ConfirmedCases.data,5904.0,6485.0,0.0
Somerset_NewJersey_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Snyder_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data,342.0,483.0,0.0
Snyder_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Smith_Tennessee_UnitedStates.NYT_ConfirmedCases.data,745.0,1044.0,0.0
Smith_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Somervell_Texas_UnitedStates.NYT_ConfirmedCases.data,146.0,160.0,0.0
Somervell_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Spencer_Kentucky_UnitedStates.NYT_ConfirmedCases.data,216.0,269.0,0.0
Spencer_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Spencer_Indiana_UnitedStates.NYT_ConfirmedCases.data,272.0,462.0,0.0
Spencer_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Spink_SouthDakota_UnitedStates.NYT_ConfirmedCases.data,140.0,300.0,0.0
Spink_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Sonoma_California_UnitedStates.NYT_ConfirmedCases.data,7578.0,9494.0,0.0
Sonoma_California_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Spartanburg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data,6979.0,8922.0,0.0
Spartanburg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Somerset_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data,220.0,434.0,0.0
Somerset_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Spalding_Georgia_UnitedStates.NYT_ConfirmedCases.data,1341.0,1884.0,0.0
Spalding_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
SoutheastFairbanks_Alaska_UnitedStates.NYT_ConfirmedCases.data,41.0,69.0,0.0
SoutheastFairbanks_Alaska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Southampton_Virginia_UnitedStates.NYT_ConfirmedCases.data,774.0,936.0,0.0
Southampton_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Clair_Illinois_UnitedStates.NYT_ConfirmedCases.data,7523.0,9078.0,0.0
St.Clair_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Clair_Michigan_UnitedStates.NYT_ConfirmedCases.data,1036.0,1545.0,0.0
St.Clair_Michigan_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Croix_Wisconsin_UnitedStates.NYT_ConfirmedCases.data,1024.0,1899.0,0.0
St.Croix_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Charles_Louisiana_UnitedStates.NYT_ConfirmedCases.data,1818.0,1956.0,0.0
St.Charles_Louisiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Spotsylvania_Virginia_UnitedStates.NYT_ConfirmedCases.data,2153.0,2494.0,0.0
Spotsylvania_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Clair_Missouri_UnitedStates.NYT_ConfirmedCases.data,76.0,126.0,0.0
St.Clair_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Bernard_Louisiana_UnitedStates.NYT_ConfirmedCases.data,1426.0,1557.0,0.0
St.Bernard_Louisiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Clair_Alabama_UnitedStates.NYT_ConfirmedCases.data,2379.0,3138.0,0.0
St.Clair_Alabama_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Spokane_Washington_UnitedStates.NYT_ConfirmedCases.data,7132.0,9623.0,0.0
Spokane_Washington_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Charles_Missouri_UnitedStates.NYT_ConfirmedCases.data,8078.0,11364.0,0.0
St.Charles_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Francis_Arkansas_UnitedStates.NYT_ConfirmedCases.data,1542.0,1779.0,0.0
St.Francis_Arkansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.JohntheBaptist_Louisiana_UnitedStates.NYT_ConfirmedCases.data,1593.0,1659.0,0.0
St.JohntheBaptist_Louisiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Lawrence_NewYork_UnitedStates.NYT_ConfirmedCases.data,327.0,415.0,0.0
St.Lawrence_NewYork_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Johns_Florida_UnitedStates.NYT_ConfirmedCases.data,5391.0,6384.0,0.0
St.Johns_Florida_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Francois_Missouri_UnitedStates.NYT_ConfirmedCases.data,2352.0,3190.0,0.0
St.Francois_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Joseph_Indiana_UnitedStates.NYT_ConfirmedCases.data,6782.0,10491.0,0.0
St.Joseph_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Landry_Louisiana_UnitedStates.NYT_ConfirmedCases.data,3317.0,3681.0,0.0
St.Landry_Louisiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Helena_Louisiana_UnitedStates.NYT_ConfirmedCases.data,418.0,439.0,0.0
St.Helena_Louisiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Joseph_Michigan_UnitedStates.NYT_ConfirmedCases.data,807.0,1371.0,0.0
St.Joseph_Michigan_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.James_Louisiana_UnitedStates.NYT_ConfirmedCases.data,813.0,847.0,0.0
St.James_Louisiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Mary's_Maryland_UnitedStates.NYT_ConfirmedCases.data,1310.0,1504.0,0.0
St.Mary's_Maryland_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stafford_Kansas_UnitedStates.NYT_ConfirmedCases.data,59.0,93.0,0.0
Stafford_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.LouisCity_Missouri_UnitedStates.NYT_ConfirmedCases.data,0.0,0.0,0.0
St.LouisCity_Missouri_UnitedStates.NYT_ConfirmedCases.missing,100,100,100
St.Louis_Minnesota_UnitedStates.NYT_ConfirmedCases.data,1747.0,3392.0,0.0
St.Louis_Minnesota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Mary_Louisiana_UnitedStates.NYT_ConfirmedCases.data,1934.0,2027.0,0.0
St.Mary_Louisiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Lucie_Florida_UnitedStates.NYT_ConfirmedCases.data,8091.0,9129.0,0.0
St.Lucie_Florida_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stafford_Virginia_UnitedStates.NYT_ConfirmedCases.data,2028.0,2396.0,0.0
Stafford_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Louis_Missouri_UnitedStates.NYT_ConfirmedCases.data,24573.0,31585.0,0.0
St.Louis_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Tammany_Louisiana_UnitedStates.NYT_ConfirmedCases.data,6993.0,7580.0,0.0
St.Tammany_Louisiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
St.Martin_Louisiana_UnitedStates.NYT_ConfirmedCases.data,2106.0,2237.0,0.0
St.Martin_Louisiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stanley_SouthDakota_UnitedStates.NYT_ConfirmedCases.data,42.0,99.0,0.0
Stanley_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stanton_Kansas_UnitedStates.NYT_ConfirmedCases.data,67.0,105.0,0.0
Stanton_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stark_Ohio_UnitedStates.NYT_ConfirmedCases.data,2956.0,4344.0,0.0
Stark_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stanislaus_California_UnitedStates.NYT_ConfirmedCases.data,16512.0,18725.0,0.0
Stanislaus_California_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stanton_Nebraska_UnitedStates.NYT_ConfirmedCases.data,41.0,84.0,0.0
Stanton_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stark_NorthDakota_UnitedStates.NYT_ConfirmedCases.data,1664.0,2328.0,0.0
Stark_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Starke_Indiana_UnitedStates.NYT_ConfirmedCases.data,276.0,504.0,0.0
Starke_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Starr_Texas_UnitedStates.NYT_ConfirmedCases.data,3768.0,3963.0,0.0
Starr_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stark_Illinois_UnitedStates.NYT_ConfirmedCases.data,56.0,96.0,0.0
Stark_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stanly_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data,2014.0,2447.0,0.0
Stanly_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stephens_Georgia_UnitedStates.NYT_ConfirmedCases.data,1083.0,1269.0,0.0
Stephens_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stearns_Minnesota_UnitedStates.NYT_ConfirmedCases.data,4119.0,5485.0,0.0
Stearns_Minnesota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Ste.Genevieve_Missouri_UnitedStates.NYT_ConfirmedCases.data,205.0,446.0,0.0
Ste.Genevieve_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Steele_Minnesota_UnitedStates.NYT_ConfirmedCases.data,560.0,787.0,0.0
Steele_Minnesota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Steele_NorthDakota_UnitedStates.NYT_ConfirmedCases.data,29.0,47.0,0.0
Steele_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stephenson_Illinois_UnitedStates.NYT_ConfirmedCases.data,548.0,1182.0,0.0
Stephenson_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Staunton_Virginia_UnitedStates.NYT_ConfirmedCases.data,268.0,414.0,0.0
Staunton_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stephens_Oklahoma_UnitedStates.NYT_ConfirmedCases.data,455.0,640.0,0.0
Stephens_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Stephens_Texas_UnitedStates.NYT_ConfirmedCases.data,137.0,166.0,0.0
