fips_code,county,state,c3_data_id
12131.0,Walton,Florida,Walton_Florida_UnitedStates
12133.0,Washington,Florida,Washington_Florida_UnitedStates
13001.0,Appling,Georgia,Appling_Georgia_UnitedStates
13003.0,Atkinson,Georgia,Atkinson_Georgia_UnitedStates
13005.0,Bacon,Georgia,Bacon_Georgia_UnitedStates
13007.0,Baker,Georgia,Baker_Georgia_UnitedStates
13009.0,Baldwin,Georgia,Baldwin_Georgia_UnitedStates
13011.0,Banks,Georgia,Banks_Georgia_UnitedStates
13013.0,Barrow,Georgia,Barrow_Georgia_UnitedStates
13015.0,Bartow,Georgia,Bartow_Georgia_UnitedStates
13017.0,Ben Hill,Georgia,BenHill_Georgia_UnitedStates
13019.0,Berrien,Georgia,Berrien_Georgia_UnitedStates
13021.0,Bibb,Georgia,Bibb_Georgia_UnitedStates
13023.0,Bleckley,Georgia,Bleckley_Georgia_UnitedStates
13025.0,Brantley,Georgia,Brantley_Georgia_UnitedStates
13027.0,Brooks,Georgia,Brooks_Georgia_UnitedStates
13029.0,Bryan,Georgia,Bryan_Georgia_UnitedStates
13031.0,Bulloch,Georgia,Bulloch_Georgia_UnitedStates
13033.0,Burke,Georgia,Burke_Georgia_UnitedStates
13035.0,Butts,Georgia,Butts_Georgia_UnitedStates
13037.0,Calhoun,Georgia,Calhoun_Georgia_UnitedStates
13039.0,Camden,Georgia,Camden_Georgia_UnitedStates
13043.0,Candler,Georgia,Candler_Georgia_UnitedStates
13045.0,Carroll,Georgia,Carroll_Georgia_UnitedStates
13047.0,Catoosa,Georgia,Catoosa_Georgia_UnitedStates
13049.0,Charlton,Georgia,Charlton_Georgia_UnitedStates
13051.0,Chatham,Georgia,Chatham_Georgia_UnitedStates
13053.0,Chattahoochee,Georgia,Chattahoochee_Georgia_UnitedStates
13055.0,Chattooga,Georgia,Chattooga_Georgia_UnitedStates
13057.0,Cherokee,Georgia,Cherokee_Georgia_UnitedStates
13059.0,Clarke,Georgia,Clarke_Georgia_UnitedStates
13061.0,Clay,Georgia,Clay_Georgia_UnitedStates
13063.0,Clayton,Georgia,Clayton_Georgia_UnitedStates
13065.0,Clinch,Georgia,Clinch_Georgia_UnitedStates
13067.0,Cobb,Georgia,Cobb_Georgia_UnitedStates
13069.0,Coffee,Georgia,Coffee_Georgia_UnitedStates
13071.0,Colquitt,Georgia,Colquitt_Georgia_UnitedStates
13073.0,Columbia,Georgia,Columbia_Georgia_UnitedStates
13075.0,Cook,Georgia,Cook_Georgia_UnitedStates
13077.0,Coweta,Georgia,Coweta_Georgia_UnitedStates
13079.0,Crawford,Georgia,Crawford_Georgia_UnitedStates
13081.0,Crisp,Georgia,Crisp_Georgia_UnitedStates
13083.0,Dade,Georgia,Dade_Georgia_UnitedStates
13085.0,Dawson,Georgia,Dawson_Georgia_UnitedStates
13087.0,Decatur,Georgia,Decatur_Georgia_UnitedStates
13089.0,DeKalb,Georgia,DeKalb_Georgia_UnitedStates
13091.0,Dodge,Georgia,Dodge_Georgia_UnitedStates
13093.0,Dooly,Georgia,Dooly_Georgia_UnitedStates
13095.0,Dougherty,Georgia,Dougherty_Georgia_UnitedStates
13097.0,Douglas,Georgia,Douglas_Georgia_UnitedStates
13099.0,Early,Georgia,Early_Georgia_UnitedStates
13101.0,Echols,Georgia,Echols_Georgia_UnitedStates
13103.0,Effingham,Georgia,Effingham_Georgia_UnitedStates
